Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Physical Address,Oral Pills (contraception),Injectables,IUDs (contraception),Implants (contraception),Female Sterilization (contraception),Male Sterilization (contraception),Male Medical Circumcision (MMC),TB,Maternal Health,Mental Health,Child Health,Oral health services,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing,HIV Treatment (ART),Oral PrEP,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester
East Rand Mall Pharmacy,28.24033,-26.181204,,Dischem Brances,"Shop L30-36, East Rand Mall, Corner Rietfontein & Northrand Rd, Boksburg,1459.   G.P.",,,,,,,,,,,,,,,,,,,,
Farramere Pharmacy,28.304586,-26.162482,,Dischem Brances,"Shop 62, Ground Floor, Farramere Square, 18 Kei Road, Farramere, Benoni, 1501.   G.P.",,,,,,,,,,,,,,,,,,,,
Festival Mall Pharmacy,28.222822,-26.102078,,Dischem Brances,"Shop 5, Festival Mall, Corner C.R. Swart Drive And Kelvin Street, Ester Park, 1620, Kempton.    G.P.         ",,,,,,,,,,,,,,,,,,,,
Fourways Mall Pharmacy,28.00728,-26.018063,,Dischem Brances,"Shop G107, Fourways Mall, Cnr William Nicol & Witkoppen, Fourways,   2055.    G.P.",,,,,,,,,,,,,,,,,,,,
Gateway Pharmacy,31.065795,-29.726092,,Dischem Brances,"Shop F62-40, Gateway Theater Of shopping, No1 Palm Boulevard, Umhlanga Ridge, K.Z.N.",,,,,,,,,,,,,,,,,,,,
Gandhi Square Pharmacy,28.044369,-26.206678,,Dischem Brances,"Shop 503, Gandhi Square,112 Main Street, Cnr Eloff & Main Street, JHB CBD.                                                       ",,,,,,,,,,,,,,,,,,,,
George Pharmacy,22.501859,-33.988031,,Dischem Brances,"Shop 122, Garden Route Mall, Cnr. N2 & Knysna Rd. George,  6529.    Western Cape",,,,,,,,,,,,,,,,,,,,
Glen Acres Pharmacy,28.251329,-26.078315,,Dischem Brances,"Shop 1-7, Glen Acres Shopping Centre, Corner Dann and Monument Road, Glen Marais, Ext.31, 1630, Kempton Park.   G.P.   ",,,,,,,,,,,,,,,,,,,,
Glenfair Pharmacy,28.281692,-25.765646,,Dischem Brances,"Shop 109, Glenfair Shopping Centre, Cnr Lynnwood & Daventry Road, Lynnwood Manor, 0081.   Pretoria East",,,,,,,,,,,,,,,,,,,,
Glen Lucia Pharmacy,31.064575,-29.753835,,Dischem Brances,"Shop 109, La Lucia Mall, 90 William Campbell Dr, La Lucia, 4051.   Durban   K.Z.N.",,,,,,,,,,,,,,,,,,,,
Greenstone Pharmacy,28.138259,-26.121652,,Dischem Brances,"Shop L79, Greenstone Shopping Centre, Corner Modderfontein Rd & Van Riebeek Ave, Edenvale, 1609.    G.P. ",,,,,,,,,,,,,,,,,,,,
Greenvalley Pharmacy,28.156158,-26.118127,,Dischem Brances,"Shop 3, Green Valley Shopping Centre, Corner Greenstone & Stoneridge Drive, Greenstone Hills, Ext. 31, G.P.",,,,,,,,,,,,,,,,,,,,
Hartbeespoort Pharmacy,27.887044,-25.730219,,Dischem Brances,"Shop 124, Village Mall @ Hartbeespoortdam, Cnr. R511 & Tielman Street, Schoemansville, Hartbeespoort.   N.W. Province",,,,,,,,,,,,,,,,,,,,
Hazeldean Pharmacy,28.354382,-25.785135,,Dischem Brances,"Shop 32, Ground Floor,  Hazeldean Square, cnr. Silverlakes & Graham Road, Hazeldean, 0054.   Pretoria East",,,,,,,,,,,,,,,,,,,,
Heidelberg Mall Pharmacy,28.370181,-26.494275,,Dischem Brances,"Shop 10, Heidelberg Mall, 7 Makapan Street, Heidelberg, Gauteng.",,,,,,,,,,,,,,,,,,,,
Hemmingway Pharmacy,27.896118,-32.969859,,Dischem Brances,"Shop UG49, Hemmingway Shopping Mall, Cnr.Western Services Ave. & Two Rivers Drive,  5247.   East London",,,,,,,,,,,,,,,,,,,,
Hermanus Pharmacy,19.208026,-34.415772,,Dischem Brances,"Shop 72, Whale Coast Village Mall, R43, Sandbaai,Western Cape.                                                                       ",,,,,,,,,,,,,,,,,,,,
Highveld Mall Pharmacy,29.261738,-25.886173,,Dischem Brances,"Shop 208, Highveld Mall, Cnr. Mandela & N4, Emalahleni,( Witbank)  1038.   Mpumalanga",,,,,,,,,,,,,,,,,,,,
Hillcrest Pharmacy,30.763067,-29.781405,,Dischem Brances,"Shop 1 OK, Hillcrest Corner Shopping Centre, Cnr Old Main Rd & Hospital Rd, Hilcrest, 3610.  Durban   K.Z.N.",,,,,,,,,,,,,,,,,,,,
Jean Avenue Pharmacy,28.185234,-25.841002,,Dischem Brances,"Shop 33, Jean Avenue Village Mall, Corner Jean Avenue & Rabie Street, Centurion, 0157, Pretoria, G.P.      ",,,,,,,,,,,,,,,,,,,,
Jefferys Bay Pharmacy,24.899235,-34.03165,,Dischem Brances,"Shop G59, Fountain Mall, Cnr. Saint Frances Street & R102, Fountains Estate, Jeffrey's Bay,   6330.   Eastern Cape",,,,,,,,,,,,,,,,,,,,
Jubilee Mall Pharmacy,28.270027,-25.405671,,Dischem Brances,"Shop 44 & 45A, Jubilee Mall, Cnr Harry Quala & Jubilee Road, Hammanskraal.  G.P",,,,,,,,,,,,,,,,,,,,
Kalahari Mall Pharmacy,21.25573,-28.44592,,Dischem Brances,"Shop 80, Corner Dr. Nelson Mandela Drive & Van Riebeek Street, Upington.",,,,,,,,,,,,,,,,,,,,
Killarney Mall Pharmacy,28.053705,-26.166003,,Dischem Brances,"Shop 0045, Killarney Mall, 60 Riviera Road, Killarney, 2193, Gauteng.",,,,,,,,,,,,,,,,,,,,
Klerksdorp Pharmacy,26.67844,-26.84542,,Dischem Brances,"Shop 23, Flamwood Walk Shopping Centre, 1 Brother Patrick Lane, Klerksdorp, 2571.      N.W.Province     ",,,,,,,,,,,,,,,,,,,,
Krugerdorp Pharmacy,27.776586,-26.097969,,Dischem Brances,"Shop 30, President Square Shopping Centre, Cnr Pretoria & Market St, Krugerdorp, 1739.    Gauteng",,,,,,,,,,,,,,,,,,,,
Langenhoven Park Pharmacy,26.163531,-29.093791,,Dischem Brances,"Shop 7, @ The Park Shopping Centre, Cnr Bankovs Boulevard and Dirk Opperman Street, Langenhoven Park, 9301, Bloemfontein.",,,,,,,,,,,,,,,,,,,,
Liberty Promenade Pharmacy,18.616246,-34.039938,,Dischem Brances,"Shop 27 & 28, Liberty Promenade Shopping Centre, AZ Berman Drive, Mitchells Plain, Cape Town.",,,,,,,,,,,,,,,,,,,,
Loch Logan Pharmacy,26.211169,-29.115267,,Dischem Brances,"Shop F2, Loch Logan Water Front, 105-107 Henry Street, Westdene, Bloemfontein,  9301.     Free State",,,,,,,,,,,,,,,,,,,,
Loftus Park Pharmacy,28.223318,-25.751292,,Dischem Brances,"Shop B03, Cnr. Kirkness & Park Street, Pretoria.",,,,,,,,,,,,,,,,,,,,
Lynnwood Rd. Pharmacy,28.242613,-25.758361,,Dischem Brances,"Shop 35, Hillcrest Boulevard, Corner Lynnwood & Duxbury Rd, Hatfield, 0083.    Pretoria",,,,,,,,,,,,,,,,,,,,
Mall@55 Pharmacy,28.106073,-25.884333,,Dischem Brances,"Shop 37, Mall@55, Cnr R55 & Marais Road, Manovani, Centurion, G.P.",,,,,,,,,,,,,,,,,,,,
Mall Of Africa Pharmacy,28.107072,-26.015131,,Dischem Brances,"Shop 1086C, Mall Of Africa, Cnr Karkloof And Mawa Crescent, Jukskei View, Midrand, Gauteng.",,,,,,,,,,,,,,,,,,,,
Mall Of The South Pharmacy,28.057767,-26.314569,,Dischem Brances,"Shop G058, Mall Of The South Shopping Centre, Cnr Swartkoppies Road And Kliprivier Road, Aspen Hills, Gauteng.",,,,,,,,,,,,,,,,,,,,
Maponya Mall Pharmacy,27.898768,-26.261031,,Dischem Brances,"Shop 158-162, Maponya Mall, Chris Hani Road, Klipspruit, Ext 5, Soweto, 1809, G.P.",,,,,,,,,,,,,,,,,,,,
Meadowdale Pharmacy,28.1678,-26.159488,,Dischem Brances,"Shop 51, Meadowdale Mall, Cnr Edenvale Road & N12 Highway, Germiston, GP",,,,,,,,,,,,,,,,,,,,
Melville Pharmacy,28.004728,-26.181984,,Dischem Brances,"Shop 22, Campus Square, Cnr Kingsway Avenue & University Road, Melville, GP.                                         ",,,,,,,,,,,,,,,,,,,,
Menlyn  Park Pharmacy,28.276229,-25.78182,,Dischem Brances,"Shop G191&1192, Menlyn Shopping Centre, Cnr Atterbury & Lois Avenue, Menlo Park, Pretoria, G.P.",,,,,,,,,,,,,,,,,,,,
Middelburg Pharmacy,29.458671,-25.805358,,Dischem Brances,"Shop 116, Middelburg Mall, Corner Tswelopele Avenue and Fontein Street, Middelburg, 1050. Mpumalanga. ",,,,,,,,,,,,,,,,,,,,
Midlands Mall Pharmacy,30.37452,-29.58103,,Dischem Brances,"Shop 219, Liberty Midlands Mall, 50 Sanctuary Road, Chase Valley, Pietermaritzburg, 3201.     K.Z.N.",,,,,,,,,,,,,,,,,,,,
Mondeor Pharmacy,28.010142,-26.276854,,Dischem Brances,"Cnr Columbine Ave. & Royalpark Drive, Mondeor,   2091.    Gauteng South",,,,,,,,,,,,,,,,,,,,
Morningside Pharmacy,28.063114,-26.0797,,Dischem Brances,"Shop 61, 200 Rivonia Road Medical Centre, Morningside, Sandton, GP.                                                         ",,,,,,,,,,,,,,,,,,,,
Mosselbaai Mall Pharmacy,22.116112,-34.185005,,Dischem Brances,"Shop 11&12, Mosselbaai Mall, Corner Louis Fourie Road and Melkhout Street, Heiderand, Mossel Bay, 6506.  W.Cape",,,,,,,,,,,,,,,,,,,,
Mutual Park Pharmacy,18.510765,-33.923556,,Dischem Brances,"Shop 15, West End Mall, Mutual Park, Jan Smuts Drive, Pinelands, 7405, Western Cape",,,,,,,,,,,,,,,,,,,,
Nelspruit Pharmacy,30.9675,-25.43725,,Dischem Brances,"Shop 17, The Grove, Riverside Lifestyle Centre, 20 Weir St, Cnr of Gorge & R40 White River Rd, Riverside, 1226, Nelspruit.  M.P.",,,,,,,,,,,,,,,,,,,,
Newcastle Pharmacy,29.9339,-27.745342,,Dischem Brances,"Shop 7, Newcastle Corner, Cnr Memel Road & Allen Street, Newcastle, KZN.                                                    Opening Date: 01/12/2017",,,,,,,,,,,,,,,,,,,,
New Market Mall Pharmacy,28.125571,-26.277327,,Dischem Brances,"Shop 9&10, New Market Mall Shopping Centre, Cnr Swartkoppies And Heidelberg Road, Alberton,  G.P.",,,,,,,,,,,,,,,,,,,,
Nicolway Pharmacy,28.020364,-26.052844,,Dischem Brances,"Shop L32, Nicolway Shopping Centre, Corner Wedge Link Road West & William Nicol Drive, Bryanston, 2191,  Gauteng.",,,,,,,,,,,,,,,,,,,,
Noordhoek Pharmacy,18.389026,-34.121237,,Dischem Brances,"Shop 15, Sun Valley Mall, Cnr Ou Kaapse Weg And Noordhoek Main Road, Sunnydale, Cape Town.",,,,,,,,,,,,,,,,,,,,
North Cape Mall Pharmacy,24.759276,-28.759208,,Dischem Brances,"62 Memorial Rd, North Cape Mall, Royldene, Kimberley,  8301.  Northern Cape ",,,,,,,,,,,,,,,,,,,,
Northgate Pharmacy,27.948617,-26.06297,,Dischem Brances,"Shop 307, Northgate Shopping Centre, Cnr Witkoppen & Olievenhout, North Riding, 2162       Gauteng North",,,,,,,,,,,,,,,,,,,,
Norwood Pharmacy,28.078482,-26.147086,,Dischem Brances,"Shop 10A, Norwood Hypermarket, Cnr 6th Avenue & Hamlin Street, Norwood,  2192.       Gauteng",,,,,,,,,,,,,,,,,,,,
Olympus Pharmacy,28.322627,-25.795928,,Dischem Brances,"Cnr Hans Strydom & Haymeadow, Faerie Glen, 0043.     Pretora East.",,,,,,,,,,,,,,,,,,,,
Overport Pharmacy,30.999863,-29.837336,,Dischem Brances,"Shop 14, The Atrium, ( Overport Shopping Centre ) 430 Ridge Road, ( Peter Mokaba ) Overport, 4091, Durban,     K.Z.N.                                                                            ",,,,,,,,,,,,,,,,,,,,
Paarl Mall Pharmacy,18.96879,-33.765024,,Dischem Brances,"Shop 95, Paarl Mall, Crn Cecilla & New Viel Road, Paarl, 7646.     Western Cape",,,,,,,,,,,,,,,,,,,,
Park Meadows Pharmacy,28.113886,-26.184156,,Dischem Brances,"Shop 62, Park Meadows Shopping Centre, Cnr Alum & Cumberland Rd, Kensington,  2094,     Gauteng East",,,,,,,,,,,,,,,,,,,,
Park Station Pharmacy,28.041739,-26.197136,,Dischem Brances,"Shop M9, Park Station, M1(A) Western Concourse, Rissik Street, Johannesburg, 2000, Gauteng.    ",,,,,,,,,,,,,,,,,,,,
Pinecrest Pharmacy,30.858278,-29.811601,,Dischem Brances,"Shop 301A, 17 Kings Road, Pinetown, KZN.",,,,,,,,,,,,,,,,,,,,
Platinum Park Pharmacy,29.472566,-23.889875,,Dischem Brances,"Shop 8, Platinum Park Shopping Centre, 8 Watermelon Street, Bendor Park, Polokwane, 0699.",,,,,,,,,,,,,,,,,,,,
Polokwane North Pharmacy,29.508942,-23.875886,,Dischem Brances,"Shop L73, Mall Of The North, Cnr. R81 & Modjajis kloof Rd, Bendor, 0699, Polokwane.     Limpopo",,,,,,,,,,,,,,,,,,,,
Potchefstroom Pharmacy,27.105164,-26.712529,,Dischem Brances,"Shop 93-95, Mooirivier Mall, Cnr. Govan Mbeki & Nelson Mandela Ave.  Potchefstroom,  2520.    N.W. Province",,,,,,,,,,,,,,,,,,,,
Randfontein Pharmacy,27.694362,-26.172307,,Dischem Brances,"Shop 23, Tambotie Mall, Cnr Lazar Avenue & Malan Street, Randfontein,  G.P.",,,,,,,,,,,,,,,,,,,,
Randridge Pharmacy,27.940183,-26.101805,,Dischem Brances,"Shop 101-2-3, Randridge Mall,  John Vorster Road,(off Beyers Naude) Randpark Ridge, 2156.     Gauteng North",,,,,,,,,,,,,,,,,,,,
Raslouw Pharmacy,28.136559,-25.869119,,Dischem Brances,"Shop 11, Raslouw Lifestyle Centre, Cnr. Rooihuiskraal & Hendrik Verwoerd Drive, Centurion, 0149     Pretoria",,,,,,,,,,,,,,,,,,,,
Richards Bay Pharmacy,32.048895,-28.755513,,Dischem Brances,"Shop U068, Boardwalk Inkwazi, Kruger Rand Rd, Richards Bay, 3900.        K.Z.N.",,,,,,,,,,,,,,,,,,,,
Roodepoort Pharmacy,27.850841,-26.130421,,Dischem Brances,"Shop 20, Princess Crossing Shopping Centre, 54 Ontdekkers Rd, Roodepoort, 1724.      Gauteng West",,,,,,,,,,,,,,,,,,,,
Rosebank Pharmacy,28.04234,-26.14516,,Dischem Brances,"Shop 327-328, Rosebank Mall, 51 Bath Avenue, Rosebank, 2196. Gauteng",,,,,,,,,,,,,,,,,,,,
Rustenburg Pharmacy,27.251558,-25.707375,,Dischem Brances,"Shop 1, Waterfall Mall Value Centre, Augrabies Avenue, Waterfall Park, Rustenburg,  0299.     N.W.Province",,,,,,,,,,,,,,,,,,,,
Rynfield Terrace Pharmacy,28.349454,-26.135803,,Dischem Brances,"Shop 27, Rynfield Terrace Shopping Centre, Cnr Pretoria and Vlei Road, Rynfield, Benoni, G.P.",,,,,,,,,,,,,,,,,,,,
Sandton City Pharmacy,28.053138,-26.10826,,Dischem Brances,"Shop L01, Corner Rivonia Road & 5th Street, Sandhurst Ext. 3, Sandton City.      ",,,,,,,,,,,,,,,,,,,,
Savannah Mall Pharmacy,29.48759,-23.90423,,Dischem Brances,"Shop 65, Savannah Mall, Cnr. Grimm & Thabo Mbeki Street, Polokwane, 0700.    Limpopo ",,,,,,,,,,,,,,,,,,,,
Sea Point Pharmacy,18.383193,-33.92089,,Dischem Brances,"Shop Retail 6, The Galleria, 76 Regent Road, Sea Point, Cape Town.      Western Cape               ",,,,,,,,,,,,,,,,,,,,
Secunda Pharmacy,29.183489,-26.510065,,Dischem Brances,"Shop UG35, Secunda Regional Mall, Corner PDP Kruger Road and Oliver Tambo Drive, Secunda, 2302.  MP   ",,,,,,,,,,,,,,,,,,,,
Somerset Mall Pharmacy,18.822853,-34.080045,,Dischem Brances,"Shop 310, Somerset Mall, Cnr R44 & N2, Somerset West, 7130.   Western Cape",,,,,,,,,,,,,,,,,,,,
Soshanguve Pharmacy,28.089727,-25.550165,,Dischem Brances,"Shop 15, Soshanguve Crossing, Cnr Ruth First Road & Aubrey Matlala Street, Soshanguve, 0152, Pretoria North.",,,,,,,,,,,,,,,,,,,,
South Coast Mall Pharmacy,30.405687,-30.797736,,Dischem Brances,"Shop 62, South Coast Mall, Izotsha Road, Shelly Beach, South Coast, KZN.",,,,,,,,,,,,,,,,,,,,
Southgate Pharmacy,27.979254,-26.267817,,Dischem Brances,"Shop U251, Southgate Mall, Corner Rifle Range Road and Columbine Avenue, Mondeor, 2091, Gauteng.  ",,,,,,,,,,,,,,,,,,,,
Springs Mall Pharmacy,28.465958,-26.262796,,Dischem Brances,"Shop L45, Springs Mall Centre, Casseldale Ext. 4, Springs, G.P.",,,,,,,,,,,,,,,,,,,,
Strubensvalley Pharmacy,27.897307,-26.116036,,Dischem Brances,"Shop 7, Retail Crossing Shopping Centre, Cnr Hendrik Potgieter & Nic Diedrichs Boulevard, Wilgeheuwel Ext 12, 1735.      G.P.",,,,,,,,,,,,,,,,,,,,
Sunninghill Pharmacy,28.061928,-26.029922,,Dischem Brances,"Shop 4, Chilli On Top Centre, Cnr Rivonia and Leeuwkop Road, Sunninghill, Sandton, Gauteng.                          ",,,,,,,,,,,,,,,,,,,,
Swakopmund,14.600491,-22.646743,,Dischem Brances,"Shop 3116, Platzammeer Shopping Centre, Erf 71 Hollam's Bird Island, Vineta North, Swakopmund, Namibia.",,,,,,,,,,,,,,,,,,,,
Table Bay Mall Pharmacy,18.478032,-33.787001,,Dischem Brances,"Shop G100, Table Bay Mall, Cnr R27 & Berkshire Boulevard, Blouberg, Cape Town.",,,,,,,,,,,,,,,,,,,,
The Bluff Pharmacy,31.003788,-29.924327,,Dischem Brances,"Shop 58, Bluff Towers, 318 Tara Road, Bluff, 4052, Durban, KZN",,,,,,,,,,,,,,,,,,,,
The Club Pharmacy,28.257093,-25.778377,,Dischem Brances,"Cnr Pinaster Ave. & 18th Street, Hazelwood, Pretoria.       ",,,,,,,,,,,,,,,,,,,,
The Glen Pharmacy,28.04834,-26.268344,,Dischem Brances,"Shop GU14, The Glen Shopping Centre, Cnr Orpen & Letaba St, Oakdene, 2091.         Gauteng South",,,,,,,,,,,,,,,,,,,,
The Grove Mall Pharmacy,17.09409,-22.619398,,Dischem Brances,"Shop 228, The Grove Mall Of Namibia, Chasie Street, Klein Kuppe, Windhoek, Namibia.",,,,,,,,,,,,,,,,,,,,
The Local Choice Pharmacy,29.45176,-23.90897,,Dischem Brances,"Shop 1, 62 Market Street, Polokwane.",,,,,,,,,,,,,,,,,,,,
The Local Choice Pharmacy,28.359882,-26.502393,,Dischem Brances,"Shop G37, Jordaan & Voortrekker Street, Heidelberg.                                              ",,,,,,,,,,,,,,,,,,,,
The Pavilion Pharmacy,30.936801,-29.848458,,Dischem Brances,"Shop 105/106, The Pavilion Shopping Centre, 5 Jack Martens Drive, Westville, 3629,  KZN.",,,,,,,,,,,,,,,,,,,,
Three Rivers Pharmacy,27.969363,-26.660658,,Dischem Brances,"Shop 13, Riverwalk Shopping Centre, 7 Nile Drive, 3 Rivers,Vereeniging, 1929.          Gauteng South                            ",,,,,,,,,,,,,,,,,,,,
Tygervalley Pharmacy,18.63144,-33.870599,,Dischem Brances,"Shop G63, Willowbridge Shopping Centre, Carl Cronje Rd, Tygervalley, 7530,   Western Cape.",,,,,,,,,,,,,,,,,,,,
Vaal Mall Pharmacy,27.823112,-26.709689,,Dischem Brances,"Shop 67, Vaal Mall Shopping Centre, Cnr Rossine Boulevard & Barrage Rd, ( R42) Vanderbijl Park, 1902.         Gauteng South",,,,,,,,,,,,,,,,,,,,
Valley View Pharmacy,27.804952,-26.08192,,Dischem Brances,"Shop 2, Valley View Retail Centre, Cnr Robert Broom Drive & Van Oord Street, Noordheuwel, Ext 17, Krugerdorp.",,,,,,,,,,,,,,,,,,,,
Vanderbijlpark Pharmacy,27.886435,-26.698745,,Dischem Brances,"Shop 23, President Square Vaal, Corner Ascot on Vaal and Playfair Boulevard, Vanderbijlpark, 1911, Gauteng.",,,,,,,,,,,,,,,,,,,,
Verdi Pharmacy,27.978878,-26.139539,,Dischem Brances,"Shop 15, Verdi Shopping Centre, Corner Beyers Naude & Vincent Drive, Risidale, 2091.      Gauteng North",,,,,,,,,,,,,,,,,,,,
Victory Park Pharmacy,28.008584,-26.138245,,Dischem Brances,"Shop G12, Victory Park Shopping Centre, Cnr 2nd Avenue & Rustenburg Road, Victory Park,  2195.       Gauteng",,,,,,,,,,,,,,,,,,,,
Walmer Park Pharmacy,25.558862,-33.980471,,Dischem Brances,"Shop 104, Walmer Park Shopping Centre, Main Rd, Walmer, 6070.    Port Elizabeth",,,,,,,,,,,,,,,,,,,,
Walvis Bay & Dunes Mall Phamacy,14.524639,-22.938959,,Dischem Brances,"Shop 47A & 47B Dunes Mall, Cnr M36 & 18th Road, Walvis Bay, 9000, Namibia.",,,,,,,,,,,,,,,,,,,,
Watercrest Mall Pharmacy,30.814485,-29.748728,,Dischem Brances,"Shop LG45, Watercrest Mall, 141 Inanda Road, Waterfall, Durban, 3610, KZN.         ",,,,,,,,,,,,,,,,,,,,
Westgate Pharmacy,27.868637,-26.140402,,Dischem Brances,"Shop 165-167A-169-171-173 Westgate Shopping Centre, Entrance No.6, 120 Ontdekkers Rd, Roodepoort, 1725. Gauteng West ",,,,,,,,,,,,,,,,,,,,
Westville Pharmacy,30.961079,-29.828861,,Dischem Brances,"Shop L58, Westwood Mall,16 Lincoln Terrace, Westville, 3629.    Durban     K.Z.N.",,,,,,,,,,,,,,,,,,,,
Wonderboom Junction Pharmacy,28.188677,-25.685287,,Dischem Brances,"Shop G13, Wonderboom Junction, Annlin West, 0182. Tshwane North.  ( Pretoria )",,,,,,,,,,,,,,,,,,,,
Wonderpark Pharmacy,28.11289,-25.669739,,Dischem Brances,"Shop 514, Wonderpark Shopping Centre, Corner Old Brits Road & Heinrich Avenue, Karenpark, 0182, Pretoria. ",,,,,,,,,,,,,,,,,,,,
Woodlands Pharmacy,28.31476,-25.82441,,Dischem Brances,"Shop 267, Woodlands Boulevard, Cnr Garsfontein Rd & De Villabois Maruil Dr, Pretorius Park, Ext 3, 0081,  Pretoria East.  G.P.",,,,,,,,,,,,,,,,,,,,
Woodmead Pharmacy,28.092869,-26.051283,,Dischem Brances,"Shop 10, Woodmead Retail Park, Woodmead Drive, 2196.     Gauteng",,,,,,,,,,,,,,,,,,,,
Worcester Pharmacy,19.43455,-33.63179,,Dischem Brances,"Shop 55, Mountain Mill Shopping Centre, 13 Mountain Mill Drive, Worcester, 6850,  Western Cape.",,,,,,,,,,,,,,,,,,,,
Zevenwacht Mall Pharmacy,18.695812,-33.948498,,Dischem Brances,"Shop 44, Zevenwacht Village Centre, Cnr van Riebeeck and Polkadraai Road, kuilsrivier, 7580, Western Cape.",,,,,,,,,,,,,,,,,,,,
Dis-Chem Direct Courier Pharmacy,28.128196,-26.017413,,Dischem Brances,"23 Stag Road, Glen Austin, 1685, Midrand,  G.P. ",,,,,,,,,,,,,,,,,,,,
CJ Distribution Centre,28.129555,-26.015842,,Dischem Brances,"Cnr. R101 & Le-Roux Road, Glen Austin, 1685, Midrand, G.P.  ( Dis-Chem Head Office: 23 Stag Rd, Glen Austin, 1685, Midrand. )",,,,,,,,,,,,,,,,,,,,
CJ Distribution Centre  Belville,18.671936,-33.894371,,Dischem Brances,"6 La Belle Road, Stikland, Bellville,  7530,  W. Cape.",,,,,,,,,,,,,,,,,,,,
