Facility Name,Longitude,Latitude,Organization Unit Rural_Urban_Semi,Organization Unit Type,Oral Pills (contraception) ,Injectables,IUDs  (contraception) ,Implants (contraception)  ,Female Sterilization (contraception) ,Male Sterilization (contraception) ,Male Medical Circumcision (MMC),TB ,Maternal Health,Mental Health,  Oral health services ,Rehabilitation Services,Minor Ailments,Sexually Transmitted Infections Screenings,HIV Testing ,HIV Treatment (ART) ,Oral PrEP ,Termination of Pregnancy - 1st Trimester,Termination of Pregnancy - 2nd Trimester,AYFS Accredited,CCMDD Pick Up Point,Physical Address
Plettenberg Bay Mobile 1,23.36722,-34.0552,Urban,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Wittedrif Satellite Clinic,23.33934,-34.007,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Blanco Clinic,22.41278,-33.9436,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
George Hospital,22.45028,-33.9519,Urban,Regional Hospital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,Not Registered,
George Central Clinic,22.45361,-33.9608,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,,Not Registered,
George Mobile 1,22.45361,-33.9608,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Haarlem Clinic,23.33389,-33.7344,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Harry Comay TB Hospital,22.4725,-33.9802,Urban,Specialised TB Hospital,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Herold Mobile 1,22.44389,-33.8404,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Herold Satellite Clinic,22.44389,-33.8404,Rural,Satellite Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Kuyasa (George) Clinic,22.494,-34.003,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Lawaaikamp Clinic,22.47361,-33.9916,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Pacaltsdorp Clinic,22.45944,-34.0161,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Parkdene Clinic,22.48639,-33.9919,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Rosemoor Clinic,22.47806,-33.9722,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Touwsranten Clinic,22.62056,-33.9552,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Uniondale Hospital,23.12556,-33.6594,Peri-Urban,District Hospital,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Uniondale (Lyonsville) Clinic,23.11306,-33.6627,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Uniondale Mobile 1,23.12556,-33.6594,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Albertinia Clinic,21.58444,-34.2047,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Albertinia Mobile 1,21.58444,-34.2047,Urban,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Heidelberg Mobile 1,20.96278,-34.1022,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Marlize Stiglingh Clinical Practitioner Health Post,21.184914,-34.105078,Rural,Health Post,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Melkhoutfontein Clinic,21.41943,-34.3263,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,#N/A,No,Yes,#N/A,Yes,Yes,No,No,No,,Not Registered,
Riversdale Clinic,21.25361,-34.0938,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Riversdale Hospital,21.25472,-34.0936,Urban,District Hospital,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Riversdale Mobile 1,21.25833,-34.0922,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Slangrivier Satellite Clinic,20.85833,-34.1372,Peri-Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,,Not Registered,
Still Bay Satellite Clinic,21.40639,-34.3691,Urban,Satellite Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
That's It (Hessequa) Mobile 1,21.182489,-34.105371,Rural,Mobile Service,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Alan Blyth Hospital,21.26889,-33.4872,Peri-Urban,District Hospital,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Amalienstein Clinic,21.46493,-33.4861,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Calitzdorp (Bergsig) Clinic,21.68139,-33.528,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Calitzdorp Mobile 1,21.68139,-33.528,Peri-Urban,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Ladismith Mobile 1,21.27278,-33.4958,Urban,Mobile Service,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Ladismith (Nissenville) Clinic,21.27278,-33.4958,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Van Wyksdorp Mobile 1,21.46611,-33.7438,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Van Wyksdorp Satellite Clinic,21.46611,-33.7438,Peri-Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Zoar Clinic,21.465,-33.4866,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Zoar Mobile 1,21.465,-33.4866,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Hornlee Clinic,23.09778,-34.0486,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Karatara Satellite Clinic,22.83881,-33.9149,Peri-Urban,Satellite Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Keurhoek Clinic,22.93583,-33.9452,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Khayelethu Clinic,23.10778,-34.0336,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Knysna Hospital,23.05806,-34.0369,Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Knysna Mobile 1,23.07028,-34.0497,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Knysna Town Clinic,23.05028,-34.0374,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Sedgefield Clinic,22.80278,-34.0205,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Sedgefield Mobile 1,22.80278,-34.0205,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Alma Mobile 1,22.13861,-34.1808,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Brandwacht Satellite Clinic,22.05444,-34.0519,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
D'Almeida Clinic,22.11667,-34.1766,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,#N/A,No,Yes,#N/A,Yes,Yes,No,No,No,,Not Registered,
Dana Bay Satellite Clinic,22.11667,-34.1766,Urban,Satellite Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Dischem Mossel Bay Clinic,22.11609,-34.184095,Rural,Clinic,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Eyethu Clinic,22.11306,-34.1713,Urban,Clinic,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Friemersheim Satellite Clinic,22.14417,-33.953,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
George Road Satellite Clinic,22.13917,-34.1802,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Great Brak River Clinic,22.22242,-34.0401,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Hartenbos Satellite Clinic,22.11028,-34.1225,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,,Not Registered,
Herbertsdale Satellite Clinic,21.76222,-34.0177,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Mossel Bay Hospital,22.1275,-34.1858,Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Mossel Bay Mobile 2,22.13861,-34.1808,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,#N/A,No,Yes,#N/A,Yes,Yes,No,Yes,No,,Not Registered,
Mossel Bay Mobile 4,22.13861,-34.1808,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,#N/A,No,Yes,#N/A,Yes,Yes,No,No,No,,Not Registered,
Sonskynvallei Satellite Clinic,22.085133,-34.115135,Rural,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Bongolethu Clinic,22.23833,-33.6066,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
De Rust (Blommenek) Clinic,22.51778,-33.4983,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
De Rust Mobile 1,22.51778,-33.4983,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Dysselsdorp Clinic,22.43972,-33.575,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Oudtshoorn Clinic,22.20139,-33.5927,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Oudtshoorn Hospital,22.18889,-33.5888,Peri-Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,Not Registered,
Oudtshoorn Mobile 1,22.20583,-33.5902,Urban,Mobile Service,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Oudtshoorn Mobile 3,22.20583,-33.5902,Urban,Mobile Service,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Toekomsrus Clinic,22.24139,-33.5955,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Vlakte Plaas Health Post,22.205389,-33.59544,Urban,Health Post,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Bredasdorp Clinic,20.04767,-34.5354,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Bredasdorp Mobile 1,20.04767,-34.5355,Urban,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Bredasdorp Mobile 2,20.04767,-34.5355,Urban,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Elim Satellite Clinic,19.90083,-34.6771,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Napier Clinic,19.89333,-34.4703,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Otto Du Plessis Hospital,20.035636,-34.5372,Urban,District Hospital,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,Not Registered,
Struisbaai Clinic,20.0335,-34.7828,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,,Not Registered,
Waenhuiskrans Satellite Clinic,20.042,-34.5326,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Betty's Bay Satellite Clinic,19.01633,-34.3403,Urban,Satellite Clinic,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Caledon/Hermanus/Stanford Mobile 4,19.45817,-34.442,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Gansbaai Clinic,19.351,-34.5898,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Hawston Clinic,19.0295,-34.3403,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Hermanus Hospital,19.22833,-34.4226,Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,Not Registered,
Kleinmond Clinic,19.01633,-34.3403,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Not Registered,
Onrus Satellite Clinic,19.17267,-34.4128,Urban,Satellite Clinic,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Pearly Beach Satellite Clinic,19.48785,-34.6532,Peri-Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Stanford Clinic,19.45817,-34.4458,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Barrydale Clinic,20.72283,-33.9078,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Barrydale Mobile 3,20.72283,-33.9078,Peri-Urban,Mobile Service,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Buffeljagsrivier Clinic,20.53833,-34.0368,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Railton Clinic,20.44505,-34.0346,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Ruens Mobile 5,20.44517,-34.0208,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Suurbraak Clinic,20.70667,-34.0797,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Swellendam Hospital,20.4488,-34.0234,Peri-Urban,District Hospital,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,,Not Registered,
Swellendam Mobile 4,20.44517,-34.0208,Peri-Urban,Mobile Service,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Swellendam PHC Clinic,20.4488,-34.0234,Peri-Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Bereaville Satellite Clinic,19.51848,-34.0464,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Botrivier Clinic,19.19836,-34.2308,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Caledon Clinic,19.42867,-34.2371,Urban,Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Caledon Hospital,19.434458,-34.2244,Peri-Urban,District Hospital,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Caledon Mobile 1,19.42767,-34.2336,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,,Not Registered,
Caledon Mobile 2,19.42767,-34.2336,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Caledon Mobile 3,19.42767,-34.2336,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Caledon Mobile 4,19.42767,-34.2336,Urban,Mobile Service,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Genadendal Clinic,19.56083,-34.0368,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Grabouw Mobile 1,19.02217,-34.1508,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Grabouw Mobile 2,19.02217,-34.1508,Urban,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Grabouw Mobile 3,19.606,-34.0501,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Greyton Satellite Clinic,19.606,-34.0501,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Riviersonderend Clinic,19.92033,-34.1488,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Villiersdorp Clinic,19.28579,-33.9929,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Villiersdorp Mobile 1,19.28579,-33.9929,Urban,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
Villiersdorp Mobile 2,19.28579,-33.9929,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Voorstekraal Satellite Clinic,19.53911,-34.0492,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Aurora Satellite Clinic,18.48194,-32.7077,Peri-Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Eendekuil Satellite Clinic,18.76167,-32.9008,Urban,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Goedverwacht Satellite Clinic,18.69833,-32.865,Rural,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
LAPA Munnik Hospital,18.99444,-33.018,Peri-Urban,District Hospital,No,Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Piketberg Clinic,18.69833,-32.865,Rural,Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Piketberg Mobile 6,18.69833,-32.865,Rural,Mobile Service,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Porterville Clinic,18.99389,-33.018,Peri-Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Porterville Mobile 1,18.99389,-33.018,Peri-Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Radie Kotze Hospital,18.76222,-32.9063,Peri-Urban,District Hospital,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Redelinghuys Satellite Clinic,18.53713,-32.477,Peri-Urban,Satellite Clinic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,,Not Registered,
Velddrif Clinic,18.16556,-32.7738,Urban,Clinic,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Wittewater Satellite Clinic,18.70528,-32.9166,Rural,Satellite Clinic,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Citrusdal Clinic,19.00833,-32.5819,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Citrusdal Hospital,19.0175,-32.5988,Urban,District Hospital,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,,Not Registered,
Citrusdal Mobile 1,19.00833,-32.5819,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,,Not Registered,
Clanwilliam Clinic,18.89194,-32.1858,Urban,Clinic,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,,Not Registered,
Clanwilliam Hospital,18.89083,-32.1836,Urban,District Hospital,No,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,,Not Registered,
Clanwilliam Mobile 1,18.89111,-32.1769,Urban,Mobile Service,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,,Not Registered,
